Measure_seaMeanlevel,date,Value_seaMeanlevel
Gulf Mexico,2004-04-12,-59.2
Indian Ocean,2004-04-12,31.02
Indonesian,2004-04-12,28.58
Mediterranean,2004-04-12,-58.27
Nino,2004-04-12,9.05
North Atlantic,2004-04-12,-51.83
North Pacific,2004-04-12,-38.85
Pacific Ocean,2004-04-12,22.24
Sea Japan,2004-04-12,-74.72
Sea Okhotsk,2004-04-12,-40.84
South China,2004-04-12,-31.78
Southern Ocean,2004-04-12,46.28
Tropics,2004-04-12,15.64
World,2004-04-12,14.72
Yellow Sea,2004-04-12,-81.34
Adriatic Sea,2004-04-13,-43.01
Persian Gulf,2004-04-13,-50.09
Sea Japan,2004-04-21,-53.21
Adriatic Sea,2004-04-21,-37.24
Andaman Sea,2004-04-22,-30.25
Arabian Sea,2004-04-22,59.94
Atlantic Ocean,2004-04-22,-6.4
Bay Bengal,2004-04-22,35.5
Bering Sea,2004-04-22,-34.44
Caribbean Sea,2004-04-22,-36.93
Gulf Mexico,2004-04-22,-52.12
Indian Ocean,2004-04-22,26.15
Indonesian,2004-04-22,17.87
Mediterranean,2004-04-22,-82.62
Nino,2004-04-22,9.14
North Atlantic,2004-04-22,-49.68
North Pacific,2004-04-22,-30.53
North Sea,2004-04-22,-73.7
Pacific Ocean,2004-04-22,17.51
Persian Gulf,2004-04-22,-50.56
Sea Okhotsk,2004-04-22,-28.14
South China,2004-04-22,-53.85
Southern Ocean,2004-04-22,32.33
Tropics,2004-04-22,13.49
World,2004-04-22,9.83
Yellow Sea,2004-04-22,-67.12
Andaman Sea,2004-04-22,-44.26
Arabian Sea,2004-04-22,67.0
Atlantic Ocean,2004-04-22,0.85
Bay Bengal,2004-04-22,52.05
Bering Sea,2004-04-22,-28.06
Caribbean Sea,2004-04-22,-29.99
Gulf Mexico,2004-04-22,-50.3
Indian Ocean,2004-04-22,40.42
Indonesian,2004-04-22,21.48
Mediterranean,2004-04-22,-77.17
Nino,2004-04-22,11.55
North Atlantic,2004-04-22,-46.33
North Pacific,2004-04-22,-22.25
North Sea,2004-04-22,-68.19
Pacific Ocean,2004-04-22,24.54
Persian Gulf,2004-04-22,34.31
Sea Japan,2004-04-22,-34.72
Sea Okhotsk,2004-04-22,-23.44
South China,2004-04-22,-50.98
Southern Ocean,2004-04-22,45.28
Tropics,2004-04-22,18.64
World,2004-04-22,18.12
Yellow Sea,2004-04-22,-90.74
Adriatic Sea,2004-04-23,-37.71
Adriatic Sea,2004-04-30,-7.64
Andaman Sea,2004-05-01,11.35
Sea Japan,2004-05-01,-51.11
Bay Bengal,2004-05-01,60.95
Indonesian,2004-05-01,14.48
Sea Japan,2004-05-01,-39.72
South China,2004-05-01,-33.38
Arabian Sea,2004-05-02,52.24
Atlantic Ocean,2004-05-02,1.6
Bay Bengal,2004-05-02,59.6
Bering Sea,2004-05-02,-4.44
Caribbean Sea,2004-05-02,-36.03
Gulf Mexico,2004-05-02,-18.82
Indian Ocean,2004-05-02,22.25
Indonesian,2004-05-02,8.37
Mediterranean,2004-05-02,-30.22
Nino,2004-05-02,3.74
North Atlantic,2004-05-02,-31.38
North Pacific,2004-05-02,-28.73
Pacific Ocean,2004-05-02,3.31
Persian Gulf,2004-05-02,-54.26
Sea Okhotsk,2004-05-02,5.66
South China,2004-05-02,-41.05
Southern Ocean,2004-05-02,23.63
Tropics,2004-05-02,8.59
World,2004-05-02,5.03
Yellow Sea,2004-05-02,-45.62
Andaman Sea,2004-05-02,9.34
Arabian Sea,2004-05-02,65.6
Atlantic Ocean,2004-05-02,6.15
Bering Sea,2004-05-02,4.54
Gulf Mexico,2004-05-02,-6.4
Indian Ocean,2004-05-02,28.62
Mediterranean,2004-05-02,-17.97
Nino,2004-05-02,5.35
North Atlantic,2004-05-02,-24.23
North Pacific,2004-05-02,-16.55
Pacific Ocean,2004-05-02,10.84
Persian Gulf,2004-05-02,-11.89
Sea Okhotsk,2004-05-02,20.36
Southern Ocean,2004-05-02,30.08
Tropics,2004-05-02,13.54
World,2004-05-02,11.72
Yellow Sea,2004-05-02,-48.64
Adriatic Sea,2004-05-03,-1.91
Caribbean Sea,2004-05-03,-20.99
Bay Bengal,2004-05-11,59.3
Mediterranean,2004-05-11,21.38
Sea Japan,2004-05-11,11.59
Sea Okhotsk,2004-05-11,0.06
Adriatic Sea,2004-05-11,34.96
Bay Bengal,2004-05-11,74.45
Indonesian,2004-05-11,17.38
South China,2004-05-11,-40.18
Andaman Sea,2004-05-12,92.25
Arabian Sea,2004-05-12,34.84
Atlantic Ocean,2004-05-12,-0.6
Bering Sea,2004-05-12,-5.44
Caribbean Sea,2004-05-12,-22.33
Gulf Mexico,2004-05-12,-7.02
Indian Ocean,2004-05-12,8.15
Indonesian,2004-05-12,17.97
Nino,2004-05-12,4.24
North Atlantic,2004-05-12,-29.08
North Pacific,2004-05-12,-25.93
North Sea,2004-05-12,-38.6
Pacific Ocean,2004-05-12,7.81
Persian Gulf,2004-05-12,-57.86
South China,2004-05-12,-57.75
Southern Ocean,2004-05-12,18.53
Tropics,2004-05-12,8.49
World,2004-05-12,5.23
Yellow Sea,2004-05-12,-14.22
Andaman Sea,2004-05-12,101.74
Arabian Sea,2004-05-12,40.6
Atlantic Ocean,2004-05-12,2.65
Bering Sea,2004-05-12,0.24
Caribbean Sea,2004-05-12,-8.49
Gulf Mexico,2004-05-12,-13.8
Indian Ocean,2004-05-12,11.22
Mediterranean,2004-05-12,20.43
Nino,2004-05-12,3.75
North Atlantic,2004-05-12,-28.13
North Pacific,2004-05-12,-21.55
North Sea,2004-05-12,-18.69
Pacific Ocean,2004-05-12,12.54
Persian Gulf,2004-05-12,-32.99
Sea Japan,2004-05-12,15.08
Sea Okhotsk,2004-05-12,2.76
Southern Ocean,2004-05-12,24.38
Tropics,2004-05-12,11.14
World,2004-05-12,9.32
Yellow Sea,2004-05-12,-17.54
Adriatic Sea,2004-05-14,29.99
Andaman Sea,2004-05-20,182.44
Andaman Sea,2004-05-21,148.15
Gulf Mexico,2004-05-21,17.28
Indonesian,2004-05-21,26.07
Mediterranean,2004-05-21,-42.92
Persian Gulf,2004-05-21,-50.66
Sea Japan,2004-05-21,47.99
Sea Okhotsk,2004-05-21,-8.84
Adriatic Sea,2004-05-21,-11.14
Arabian Sea,2004-05-21,17.9
Gulf Mexico,2004-05-21,5.1
Indonesian,2004-05-21,35.78
Mediterranean,2004-05-21,-48.17
Sea Okhotsk,2004-05-21,1.26
South China,2004-05-21,-42.68
Arabian Sea,2004-05-22,17.84
Atlantic Ocean,2004-05-22,-12.7
Baltic Sea,2004-05-22,-2.86
Bay Bengal,2004-05-22,49.8
Bering Sea,2004-05-22,-17.94
Caribbean Sea,2004-05-22,-40.63
Indian Ocean,2004-05-22,-14.45
Nino,2004-05-22,3.94
North Atlantic,2004-05-22,-32.18
North Pacific,2004-05-22,-9.73
North Sea,2004-05-22,28.2
Pacific Ocean,2004-05-22,19.31
South China,2004-05-22,-44.15
Southern Ocean,2004-05-22,7.73
Tropics,2004-05-22,9.59
World,2004-05-22,4.33
Yellow Sea,2004-05-22,38.28
Atlantic Ocean,2004-05-22,-11.15
Baltic Sea,2004-05-22,-0.5
Bay Bengal,2004-05-22,62.05
Bering Sea,2004-05-22,-10.16
Caribbean Sea,2004-05-22,-30.09
Indian Ocean,2004-05-22,-13.18
Nino,2004-05-22,4.75
North Atlantic,2004-05-22,-32.13
North Pacific,2004-05-22,0.35
North Sea,2004-05-22,44.01
Pacific Ocean,2004-05-22,23.14
Persian Gulf,2004-05-22,29.41
Sea Japan,2004-05-22,48.28
Southern Ocean,2004-05-22,9.38
Tropics,2004-05-22,11.84
World,2004-05-22,7.12
Yellow Sea,2004-05-22,23.46
Adriatic Sea,2004-05-23,-58.51
Andaman Sea,2004-05-31,157.55
Baltic Sea,2004-05-31,88.84
Bay Bengal,2004-05-31,62.8
Gulf Mexico,2004-05-31,-3.22
Mediterranean,2004-05-31,-42.22
Sea Japan,2004-05-31,33.19
Sea Okhotsk,2004-05-31,-16.34
Arabian Sea,2004-06-01,29.84
Atlantic Ocean,2004-06-01,-2.3
Bering Sea,2004-06-01,-14.84
Caribbean Sea,2004-06-01,-19.93
Indian Ocean,2004-06-01,-0.35
Indonesian,2004-06-01,23.67
Nino,2004-06-01,12.04
North Atlantic,2004-06-01,-27.38
North Pacific,2004-06-01,-6.43
North Sea,2004-06-01,-20.7
Pacific Ocean,2004-06-01,16.21
Persian Gulf,2004-06-01,-14.86
South China,2004-06-01,-29.35
Southern Ocean,2004-06-01,9.23
Tropics,2004-06-01,14.19
World,2004-06-01,8.03
Yellow Sea,2004-06-01,24.58
Adriatic Sea,2004-06-02,-26.21
Andaman Sea,2004-06-10,161.35
Gulf Mexico,2004-06-10,-1.62
Indonesian,2004-06-10,3.47
Mediterranean,2004-06-10,-31.32
Persian Gulf,2004-06-10,54.34
Sea Japan,2004-06-10,-10.41
Sea Okhotsk,2004-06-10,-8.14
Arabian Sea,2004-06-11,51.04
Atlantic Ocean,2004-06-11,-2.3
Baltic Sea,2004-06-11,-20.76
Bay Bengal,2004-06-11,59.3
Bering Sea,2004-06-11,-6.34
Caribbean Sea,2004-06-11,-5.83
Indian Ocean,2004-06-11,8.55
Nino,2004-06-11,14.44
North Atlantic,2004-06-11,-14.48
North Pacific,2004-06-11,-5.93
North Sea,2004-06-11,-4.3
Pacific Ocean,2004-06-11,11.91
South China,2004-06-11,-15.25
Southern Ocean,2004-06-11,-0.57
Tropics,2004-06-11,16.49
World,2004-06-11,7.53
Yellow Sea,2004-06-11,-0.42
Adriatic Sea,2004-06-12,-66.41
Andaman Sea,2004-06-20,128.85
Bay Bengal,2004-06-20,54.1
Gulf Mexico,2004-06-20,35.68
Indonesian,2004-06-20,-42.33
Mediterranean,2004-06-20,-29.52
Sea Japan,2004-06-20,-0.31
Sea Okhotsk,2004-06-20,14.16
Adriatic Sea,2004-06-21,-8.11
Arabian Sea,2004-06-21,39.54
Atlantic Ocean,2004-06-21,-1.5
Baltic Sea,2004-06-21,50.44
Bering Sea,2004-06-21,9.36
Caribbean Sea,2004-06-21,2.37
Indian Ocean,2004-06-21,3.95
Nino,2004-06-21,10.14
North Atlantic,2004-06-21,-11.68
North Pacific,2004-06-21,1.77
North Sea,2004-06-21,-27.9
Pacific Ocean,2004-06-21,12.81
Persian Gulf,2004-06-21,65.04
South China,2004-06-21,-82.45
Southern Ocean,2004-06-21,-5.87
Tropics,2004-06-21,15.19
World,2004-06-21,6.33
Yellow Sea,2004-06-21,3.98
Andaman Sea,2004-06-21,160.84
Arabian Sea,2004-06-21,38.2
Bay Bengal,2004-06-21,21.35
Gulf Mexico,2004-06-21,32.1
Indonesian,2004-06-21,-42.32
Nino,2004-06-21,17.75
North Sea,2004-06-21,-23.99
South China,2004-06-21,-59.48
Yellow Sea,2004-06-21,27.56
Adriatic Sea,2004-06-22,3.56
Atlantic Ocean,2004-06-22,6.65
Bering Sea,2004-06-22,24.74
Caribbean Sea,2004-06-22,11.01
Indian Ocean,2004-06-22,12.42
Mediterranean,2004-06-22,0.73
North Atlantic,2004-06-22,-2.53
North Pacific,2004-06-22,12.15
Pacific Ocean,2004-06-22,19.34
Persian Gulf,2004-06-22,85.01
Sea Japan,2004-06-22,41.28
Sea Okhotsk,2004-06-22,18.36
Southern Ocean,2004-06-22,-0.92
Tropics,2004-06-22,22.74
World,2004-06-22,13.82
Baltic Sea,2004-06-23,75.9
Adriatic Sea,2004-06-29,10.16
Andaman Sea,2004-06-29,105.24
Andaman Sea,2004-06-30,107.15
Arabian Sea,2004-06-30,6.74
Bay Bengal,2004-06-30,24.7
Bering Sea,2004-06-30,14.66
Gulf Mexico,2004-06-30,16.38
Indian Ocean,2004-06-30,3.85
Indonesian,2004-06-30,-63.03
Mediterranean,2004-06-30,4.28
Persian Gulf,2004-06-30,18.44
Sea Japan,2004-06-30,32.69
Sea Okhotsk,2004-06-30,7.76
South China,2004-06-30,-66.35
Tropics,2004-06-30,10.69
Baltic Sea,2004-06-30,90.2
Bay Bengal,2004-06-30,27.75
Bering Sea,2004-06-30,3.04
Gulf Mexico,2004-06-30,18.4
Indian Ocean,2004-06-30,4.92
Indonesian,2004-06-30,-69.22
Nino,2004-06-30,7.15
North Pacific,2004-06-30,0.85
Pacific Ocean,2004-06-30,14.84
Sea Japan,2004-06-30,44.18
South China,2004-06-30,-67.88
Tropics,2004-06-30,9.24
World,2004-06-30,8.72
Atlantic Ocean,2004-07-01,9.0
Baltic Sea,2004-07-01,111.84
Caribbean Sea,2004-07-01,4.07
Nino,2004-07-01,10.04
North Atlantic,2004-07-01,1.52
North Pacific,2004-07-01,9.17
North Sea,2004-07-01,4.1
Pacific Ocean,2004-07-01,17.61
Southern Ocean,2004-07-01,12.73
World,2004-07-01,10.73
Yellow Sea,2004-07-01,32.18
Arabian Sea,2004-07-01,2.2
Atlantic Ocean,2004-07-01,5.65
Caribbean Sea,2004-07-01,13.61
Mediterranean,2004-07-01,9.73
North Atlantic,2004-07-01,-6.83
North Sea,2004-07-01,-22.79
Sea Okhotsk,2004-07-01,-17.04
Southern Ocean,2004-07-01,12.58
Yellow Sea,2004-07-01,57.06
Adriatic Sea,2004-07-02,-18.71
Persian Gulf,2004-07-03,15.01
Adriatic Sea,2004-07-07,-15.04
Andaman Sea,2004-07-09,84.84
Gulf Mexico,2004-07-09,5.7
Andaman Sea,2004-07-10,83.25
Arabian Sea,2004-07-10,-20.46
Baltic Sea,2004-07-10,136.64
Bay Bengal,2004-07-10,-2.1
Bering Sea,2004-07-10,31.36
Gulf Mexico,2004-07-10,8.08
Indian Ocean,2004-07-10,-3.05
Indonesian,2004-07-10,-43.63
Mediterranean,2004-07-10,-29.52
Nino,2004-07-10,15.84
North Pacific,2004-07-10,24.67
North Sea,2004-07-10,-20.2
Pacific Ocean,2004-07-10,22.71
Persian Gulf,2004-07-10,-0.86
Sea Japan,2004-07-10,66.89
Sea Okhotsk,2004-07-10,37.76
South China,2004-07-10,-49.25
Southern Ocean,2004-07-10,11.53
Tropics,2004-07-10,9.29
World,2004-07-10,10.63
Arabian Sea,2004-07-10,-9.0
Atlantic Ocean,2004-07-10,-3.15
Baltic Sea,2004-07-10,125.2
Bay Bengal,2004-07-10,5.45
Bering Sea,2004-07-10,26.64
Caribbean Sea,2004-07-10,9.41
Indian Ocean,2004-07-10,-5.58
Indonesian,2004-07-10,-49.72
Mediterranean,2004-07-10,-20.27
Nino,2004-07-10,8.55
North Atlantic,2004-07-10,-16.83
North Pacific,2004-07-10,13.45
North Sea,2004-07-10,-14.19
Pacific Ocean,2004-07-10,13.94
Persian Gulf,2004-07-10,-63.89
Sea Japan,2004-07-10,80.58
Sea Okhotsk,2004-07-10,18.56
South China,2004-07-10,-42.08
Southern Ocean,2004-07-10,8.08
Tropics,2004-07-10,3.74
World,2004-07-10,5.12
Atlantic Ocean,2004-07-11,2.8
Caribbean Sea,2004-07-11,2.47
North Atlantic,2004-07-11,-3.68
Yellow Sea,2004-07-11,63.58
Yellow Sea,2004-07-11,62.16
Adriatic Sea,2004-07-12,-61.81
Adriatic Sea,2004-07-17,-38.64
Baltic Sea,2004-07-19,177.6
Bay Bengal,2004-07-19,-2.75
Indian Ocean,2004-07-19,-0.48
Indonesian,2004-07-19,-78.62
North Sea,2004-07-19,-2.29
Persian Gulf,2004-07-19,-46.59
South China,2004-07-19,-39.48
Andaman Sea,2004-07-20,55.45
Arabian Sea,2004-07-20,-19.86
Baltic Sea,2004-07-20,178.04
Bay Bengal,2004-07-20,3.9
Bering Sea,2004-07-20,14.26
Gulf Mexico,2004-07-20,9.78
Indian Ocean,2004-07-20,1.75
Indonesian,2004-07-20,-74.23
Mediterranean,2004-07-20,-20.42
Nino,2004-07-20,19.44
North Pacific,2004-07-20,28.57
North Sea,2004-07-20,12.8
Pacific Ocean,2004-07-20,20.51
Persian Gulf,2004-07-20,-34.06
Sea Japan,2004-07-20,71.49
Sea Okhotsk,2004-07-20,33.86
South China,2004-07-20,-24.15
Southern Ocean,2004-07-20,9.33
Tropics,2004-07-20,7.29
World,2004-07-20,9.53
Arabian Sea,2004-07-20,-13.8
Atlantic Ocean,2004-07-20,-6.15
Bering Sea,2004-07-20,7.74
Gulf Mexico,2004-07-20,13.5
Mediterranean,2004-07-20,-26.97
Nino,2004-07-20,14.45
North Atlantic,2004-07-20,-3.93
North Pacific,2004-07-20,19.05
Pacific Ocean,2004-07-20,12.94
Sea Japan,2004-07-20,72.18
Sea Okhotsk,2004-07-20,20.26
Southern Ocean,2004-07-20,5.88
Tropics,2004-07-20,1.74
World,2004-07-20,4.02
Yellow Sea,2004-07-20,90.26
Atlantic Ocean,2004-07-21,-0.8
Caribbean Sea,2004-07-21,0.97
North Atlantic,2004-07-21,7.02
Yellow Sea,2004-07-21,109.18
Andaman Sea,2004-07-21,56.44
Caribbean Sea,2004-07-21,14.31
Adriatic Sea,2004-07-22,-23.21
Andaman Sea,2004-07-28,57.04
Arabian Sea,2004-07-29,-23.3
Bay Bengal,2004-07-29,15.45
Bering Sea,2004-07-29,8.74
Indonesian,2004-07-29,-87.12
Mediterranean,2004-07-29,6.63
South China,2004-07-29,-39.48
Andaman Sea,2004-07-30,49.95
Arabian Sea,2004-07-30,-31.76
Atlantic Ocean,2004-07-30,6.1
Baltic Sea,2004-07-30,92.34
Bay Bengal,2004-07-30,4.6
Bering Sea,2004-07-30,25.26
Gulf Mexico,2004-07-30,9.38
Indian Ocean,2004-07-30,1.35
Indonesian,2004-07-30,-79.53
Mediterranean,2004-07-30,21.58
Nino,2004-07-30,16.34
North Pacific,2004-07-30,35.57
North Sea,2004-07-30,-2.8
Pacific Ocean,2004-07-30,13.81
Persian Gulf,2004-07-30,-6.06
Sea Japan,2004-07-30,95.99
Sea Okhotsk,2004-07-30,-0.54
South China,2004-07-30,-53.75
Southern Ocean,2004-07-30,4.13
Tropics,2004-07-30,3.39
World,2004-07-30,7.83
Atlantic Ocean,2004-07-30,1.75
Baltic Sea,2004-07-30,66.8
Caribbean Sea,2004-07-30,18.01
Gulf Mexico,2004-07-30,19.3
Indian Ocean,2004-07-30,5.82
Nino,2004-07-30,18.05
North Atlantic,2004-07-30,15.17
North Pacific,2004-07-30,20.85
North Sea,2004-07-30,10.01
Pacific Ocean,2004-07-30,10.04
Sea Japan,2004-07-30,78.28
Sea Okhotsk,2004-07-30,-6.44
Southern Ocean,2004-07-30,7.08
Tropics,2004-07-30,1.94
World,2004-07-30,5.92
Yellow Sea,2004-07-30,122.06
Adriatic Sea,2004-07-31,6.99
Caribbean Sea,2004-07-31,12.27
North Atlantic,2004-07-31,22.82
Yellow Sea,2004-07-31,140.38
Adriatic Sea,2004-07-31,15.76
Persian Gulf,2004-07-31,-23.99
Adriatic Sea,2004-08-08,24.06
Andaman Sea,2004-08-08,51.34
Arabian Sea,2004-08-08,-32.4
Andaman Sea,2004-08-09,66.15
Arabian Sea,2004-08-09,-26.36
Atlantic Ocean,2004-08-09,18.1
Baltic Sea,2004-08-09,-75.26
Bay Bengal,2004-08-09,15.3
Bering Sea,2004-08-09,33.66
Gulf Mexico,2004-08-09,34.48
Indian Ocean,2004-08-09,-1.95
Indonesian,2004-08-09,-90.23
Mediterranean,2004-08-09,52.28
Nino,2004-08-09,14.94
North Pacific,2004-08-09,47.17
North Sea,2004-08-09,-3.5
Pacific Ocean,2004-08-09,13.11
Persian Gulf,2004-08-09,-27.96
Sea Japan,2004-08-09,111.09
Sea Okhotsk,2004-08-09,15.56
South China,2004-08-09,-46.15
Southern Ocean,2004-08-09,1.03
Tropics,2004-08-09,5.49
World,2004-08-09,10.43
Baltic Sea,2004-08-09,-67.0
Bay Bengal,2004-08-09,28.55
Bering Sea,2004-08-09,33.14
Gulf Mexico,2004-08-09,28.8
Indian Ocean,2004-08-09,8.32
Indonesian,2004-08-09,-85.72
Nino,2004-08-09,20.05
North Atlantic,2004-08-09,33.57
Pacific Ocean,2004-08-09,18.04
Sea Japan,2004-08-09,117.48
South China,2004-08-09,-26.58
Southern Ocean,2004-08-09,10.88
Tropics,2004-08-09,9.24
World,2004-08-09,14.92
Yellow Sea,2004-08-09,127.26
Adriatic Sea,2004-08-10,47.09
Caribbean Sea,2004-08-10,23.77
North Atlantic,2004-08-10,39.92
Yellow Sea,2004-08-10,152.48
Atlantic Ocean,2004-08-10,19.05
Caribbean Sea,2004-08-10,18.41
Mediterranean,2004-08-10,50.53
North Pacific,2004-08-10,47.15
North Sea,2004-08-10,-11.69
Sea Okhotsk,2004-08-10,1.76
Persian Gulf,2004-08-11,-32.49
Adriatic Sea,2004-08-18,84.66
Andaman Sea,2004-08-18,71.74
Andaman Sea,2004-08-19,28.05
Arabian Sea,2004-08-19,-25.76
Atlantic Ocean,2004-08-19,22.6
Bay Bengal,2004-08-19,19.3
Bering Sea,2004-08-19,40.26
Caribbean Sea,2004-08-19,32.27
Gulf Mexico,2004-08-19,52.18
Indian Ocean,2004-08-19,5.45
Mediterranean,2004-08-19,83.78
Nino,2004-08-19,19.74
North Atlantic,2004-08-19,36.92
North Pacific,2004-08-19,51.27
North Sea,2004-08-19,14.2
Pacific Ocean,2004-08-19,16.31
Persian Gulf,2004-08-19,27.74
Sea Japan,2004-08-19,132.29
Sea Okhotsk,2004-08-19,16.96
South China,2004-08-19,-55.95
Southern Ocean,2004-08-19,4.93
Tropics,2004-08-19,9.19
World,2004-08-19,14.33
Arabian Sea,2004-08-19,-12.1
Atlantic Ocean,2004-08-19,22.85
Bay Bengal,2004-08-19,17.55
Bering Sea,2004-08-19,35.24
Gulf Mexico,2004-08-19,43.0
Indian Ocean,2004-08-19,18.22
Mediterranean,2004-08-19,81.53
Nino,2004-08-19,21.45
North Atlantic,2004-08-19,37.67
North Pacific,2004-08-19,47.55
North Sea,2004-08-19,10.01
Pacific Ocean,2004-08-19,18.74
Sea Japan,2004-08-19,121.58
Sea Okhotsk,2004-08-19,21.36
South China,2004-08-19,-52.98
Southern Ocean,2004-08-19,13.18
Tropics,2004-08-19,11.74
World,2004-08-19,17.92
Yellow Sea,2004-08-19,129.16
Adriatic Sea,2004-08-20,65.69
Yellow Sea,2004-08-20,156.58
Caribbean Sea,2004-08-20,27.51
Adriatic Sea,2004-08-28,16.06
South China,2004-08-28,-39.28
Andaman Sea,2004-08-29,36.45
Arabian Sea,2004-08-29,-46.56
Atlantic Ocean,2004-08-29,13.9
Baltic Sea,2004-08-29,64.24
Bay Bengal,2004-08-29,-9.4
Bering Sea,2004-08-29,48.96
Gulf Mexico,2004-08-29,18.98
Indian Ocean,2004-08-29,11.95
Indonesian,2004-08-29,-96.53
Mediterranean,2004-08-29,54.28
Nino,2004-08-29,23.84
North Atlantic,2004-08-29,43.52
North Pacific,2004-08-29,71.97
North Sea,2004-08-29,45.9
Pacific Ocean,2004-08-29,20.61
Persian Gulf,2004-08-29,-48.66
Sea Japan,2004-08-29,104.79
Sea Okhotsk,2004-08-29,47.86
South China,2004-08-29,-37.75
Southern Ocean,2004-08-29,2.43
Tropics,2004-08-29,8.69
World,2004-08-29,15.23
Yellow Sea,2004-08-29,159.68
Andaman Sea,2004-08-29,27.64
Arabian Sea,2004-08-29,-35.5
Atlantic Ocean,2004-08-29,10.65
Baltic Sea,2004-08-29,74.0
Bay Bengal,2004-08-29,-13.55
Bering Sea,2004-08-29,44.94
Gulf Mexico,2004-08-29,26.8
Indian Ocean,2004-08-29,16.72
Indonesian,2004-08-29,-98.72
Mediterranean,2004-08-29,43.13
Nino,2004-08-29,26.55
North Atlantic,2004-08-29,38.77
North Pacific,2004-08-29,69.25
North Sea,2004-08-29,33.71
Pacific Ocean,2004-08-29,22.24
Persian Gulf,2004-08-29,-62.59
Sea Japan,2004-08-29,104.48
Sea Okhotsk,2004-08-29,42.96
Southern Ocean,2004-08-29,3.18
Tropics,2004-08-29,10.54
World,2004-08-29,16.12
Yellow Sea,2004-08-29,149.56
Caribbean Sea,2004-08-30,15.37
Caribbean Sea,2004-08-30,10.71
Adriatic Sea,2004-08-31,12.99
Adriatic Sea,2004-09-06,32.16
Andaman Sea,2004-09-07,29.94
Bay Bengal,2004-09-07,-34.15
Andaman Sea,2004-09-08,90.65
Arabian Sea,2004-09-08,-61.86
Atlantic Ocean,2004-09-08,28.2
Baltic Sea,2004-09-08,110.54
Bay Bengal,2004-09-08,-28.2
Bering Sea,2004-09-08,31.16
Caribbean Sea,2004-09-08,32.07
Gulf Mexico,2004-09-08,30.78
Indian Ocean,2004-09-08,4.25
Indonesian,2004-09-08,-83.93
Mediterranean,2004-09-08,64.58
Nino,2004-09-08,39.34
North Atlantic,2004-09-08,65.12
North Pacific,2004-09-08,57.97
North Sea,2004-09-08,79.0
Pacific Ocean,2004-09-08,20.61
Persian Gulf,2004-09-08,-7.46
Sea Japan,2004-09-08,116.39
Sea Okhotsk,2004-09-08,14.76
South China,2004-09-08,-15.05
Southern Ocean,2004-09-08,2.53
Tropics,2004-09-08,14.29
World,2004-09-08,18.13
Yellow Sea,2004-09-08,169.58
Arabian Sea,2004-09-08,-48.6
Atlantic Ocean,2004-09-08,22.05
Baltic Sea,2004-09-08,103.3
Bering Sea,2004-09-08,29.04
Caribbean Sea,2004-09-08,27.21
Gulf Mexico,2004-09-08,54.9
Indian Ocean,2004-09-08,-2.38
Indonesian,2004-09-08,-95.92
Mediterranean,2004-09-08,61.03
Nino,2004-09-08,31.05
North Atlantic,2004-09-08,57.27
North Pacific,2004-09-08,54.45
North Sea,2004-09-08,79.01
Pacific Ocean,2004-09-08,14.64
Sea Japan,2004-09-08,108.68
Sea Okhotsk,2004-09-08,8.46
South China,2004-09-08,-21.78
Southern Ocean,2004-09-08,-4.92
Tropics,2004-09-08,8.04
World,2004-09-08,12.32
Yellow Sea,2004-09-08,153.36
Persian Gulf,2004-09-09,-38.09
Adriatic Sea,2004-09-10,20.99
Andaman Sea,2004-09-17,30.85
Sea Japan,2004-09-17,131.99
Adriatic Sea,2004-09-17,13.16
Arabian Sea,2004-09-17,-64.9
Bay Bengal,2004-09-17,-29.15
Indonesian,2004-09-17,-88.82
Arabian Sea,2004-09-18,-60.96
Atlantic Ocean,2004-09-18,40.9
Baltic Sea,2004-09-18,52.94
Bay Bengal,2004-09-18,-14.5
Bering Sea,2004-09-18,2.16
Caribbean Sea,2004-09-18,24.57
Gulf Mexico,2004-09-18,67.28
Indian Ocean,2004-09-18,-2.45
Indonesian,2004-09-18,-78.53
Mediterranean,2004-09-18,56.78
Nino,2004-09-18,40.54
North Atlantic,2004-09-18,76.52
North Pacific,2004-09-18,59.07
North Sea,2004-09-18,156.3
Pacific Ocean,2004-09-18,25.11
Persian Gulf,2004-09-18,0.44
Sea Okhotsk,2004-09-18,25.46
South China,2004-09-18,1.15
Southern Ocean,2004-09-18,7.53
Tropics,2004-09-18,17.49
World,2004-09-18,22.13
Yellow Sea,2004-09-18,136.98
Andaman Sea,2004-09-18,-12.96
Atlantic Ocean,2004-09-18,35.75
Baltic Sea,2004-09-18,27.5
Bering Sea,2004-09-18,-1.06
Caribbean Sea,2004-09-18,13.21
Gulf Mexico,2004-09-18,100.0
Indian Ocean,2004-09-18,-9.98
Mediterranean,2004-09-18,53.43
Nino,2004-09-18,39.95
North Atlantic,2004-09-18,69.97
North Pacific,2004-09-18,48.65
North Sea,2004-09-18,133.21
Pacific Ocean,2004-09-18,21.84
Sea Japan,2004-09-18,102.08
Sea Okhotsk,2004-09-18,21.46
South China,2004-09-18,-14.28
Southern Ocean,2004-09-18,3.58
Tropics,2004-09-18,12.94
World,2004-09-18,17.12
Yellow Sea,2004-09-18,96.26
Persian Gulf,2004-09-19,-32.89
Adriatic Sea,2004-09-20,24.89
Baltic Sea,2004-09-27,245.4
